file_path,duration_sec,sample_rate,channels,sample_width_bytes,frame_count,peak_amplitude,rms_amplitude,crest_factor,silence_ratio,clipping_ratio,zero_crossing_rate,source_path,resolved_path
..\notebooks\finetune-wav2vec2\train_set\wavs\voice-0073.wav,13.034625,16000,1,2,208554,1.0,0.17396807670593262,5.748181039503889,0.4094287330859154,4.794921219444365e-06,0.0925088586594295,../raw_data/wavs/voice-0073.wav,..\notebooks\finetune-wav2vec2\train_set\wavs\voice-0073.wav
..\notebooks\finetune-wav2vec2\train_set\wavs\voice-0075.wav,15.0760625,16000,1,2,241217,0.999969482421875,0.1619243174791336,6.175536188693438,0.3860009866634607,4.145644792862858e-05,0.09085218227646591,../raw_data/wavs/voice-0075.wav,..\notebooks\finetune-wav2vec2\train_set\wavs\voice-0075.wav
..\notebooks\finetune-wav2vec2\train_set\wavs\voice-0076.wav,12.33725,16000,1,2,197396,0.986114501953125,0.15760059654712677,6.257048028737953,0.4308648604834951,5.065958783359339e-06,0.07259049114719218,../raw_data/wavs/voice-0076.wav,..\notebooks\finetune-wav2vec2\train_set\wavs\voice-0076.wav
..\notebooks\finetune-wav2vec2\train_set\wavs\voice-0078.wav,15.7480625,16000,1,2,251969,0.999969482421875,0.1705172210931778,5.864331332701285,0.3527775242192492,3.174993749231056e-05,0.07484680594361189,../raw_data/wavs/voice-0078.wav,..\notebooks\finetune-wav2vec2\train_set\wavs\voice-0078.wav
..\notebooks\finetune-wav2vec2\train_set\wavs\voice-0079.wav,15.5651875,16000,1,2,249043,0.164031982421875,0.015458634123206139,10.611026893743093,0.8459141594021916,0.0,0.1753840717629958,../raw_data/wavs/voice-0079.wav,..\notebooks\finetune-wav2vec2\train_set\wavs\voice-0079.wav
..\notebooks\finetune-wav2vec2\train_set\wavs\voice-0080.wav,8.038875,16000,1,2,128622,0.999969482421875,0.18236364424228668,5.483381770400051,0.32632831086439335,1.554943944270809e-05,0.08148747094175912,../raw_data/wavs/voice-0080.wav,..\notebooks\finetune-wav2vec2\train_set\wavs\voice-0080.wav
..\notebooks\finetune-wav2vec2\train_set\wavs\voice-0081.wav,9.0405625,16000,1,2,144649,1.0,0.1784987449645996,5.602280286050879,0.36007162164964845,5.5306293164833496e-05,0.07270062496543332,../raw_data/wavs/voice-0081.wav,..\notebooks\finetune-wav2vec2\train_set\wavs\voice-0081.wav
..\notebooks\finetune-wav2vec2\train_set\wavs\voice-0082.wav,19.3236875,16000,1,2,309179,1.0,0.17243096232414246,5.799422484925653,0.35847842188505685,1.6171861607677107e-05,0.08601517572401658,../raw_data/wavs/voice-0082.wav,..\notebooks\finetune-wav2vec2\train_set\wavs\voice-0082.wav
..\notebooks\finetune-wav2vec2\train_set\wavs\voice-0083.wav,5.4141875,16000,1,2,86627,0.983612060546875,0.19394946098327637,5.071486435487896,0.33327946252323176,1.1543745021759959e-05,0.08070325306489969,../raw_data/wavs/voice-0083.wav,..\notebooks\finetune-wav2vec2\train_set\wavs\voice-0083.wav
..\notebooks\finetune-wav2vec2\train_set\wavs\voice-0084.wav,12.7936875,16000,1,2,204699,0.983062744140625,0.16077683866024017,6.1144549944664055,0.3805392307729886,4.885221715787571e-06,0.08532081407732367,../raw_data/wavs/voice-0084.wav,..\notebooks\finetune-wav2vec2\train_set\wavs\voice-0084.wav
